avocado,69,52,8015.jpg,383,384
avocado,132,61,8015.jpg,383,384
avocado,204,53,8015.jpg,383,384
avocado,266,70,8015.jpg,383,384
avocado,329,75,8015.jpg,383,384
avocado,328,159,8015.jpg,383,384
avocado,264,159,8015.jpg,383,384
avocado,200,138,8015.jpg,383,384
avocado,137,158,8015.jpg,383,384
avocado,77,139,8015.jpg,383,384
avocado,69,228,8015.jpg,383,384
avocado,132,244,8015.jpg,383,384
avocado,194,233,8015.jpg,383,384
avocado,269,246,8015.jpg,383,384
avocado,328,252,8015.jpg,383,384
avocado,336,340,8015.jpg,383,384
avocado,271,329,8015.jpg,383,384
avocado,202,317,8015.jpg,383,384
avocado,133,333,8015.jpg,383,384
avocado,74,315,8015.jpg,383,384
